Plik,Skrót,Nazwa
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,PGR,AZS Politechnika Gdańska
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,WAT,AZS WAT Warszawa
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,BLX,Balex YKP Gdynia
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,GGR,Giżycka Grupa Regatowa Nowy Sztynort Osada Wolności
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,JNG,Junga Gdynia Olsztyński Klub Żeglarski
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,ISK,KS Iskra AMW Gdynia
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,GAR,Miasto Gliwice KW Garland
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,ODY,Odyssey Sailing Club
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,SPO,Sport Vita Ski&Sail
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,SZT,Sztorm Grupa
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,WRO,UKS Żeglarz Wrocław
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,YCB,Yacht Club Białołęka
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,YCG,Yacht Club Gdańsk
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,YCS,Yacht Club Sopot
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,OCC,Ocean Challenge Yacht Club
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,WOL,UKS Albatros Wolin
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,SPO,Sport Vita Ski&Sail
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,KKZ,Kościański Klub Żeglarski
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,JSG,Jachtklub Stoczni Gdańskiej
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,ODY,Odyssey Sailing Club
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,YS2,Yacht Club Sopot 2
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,GAR,KW Garland
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,NIE,KS Marina Niesulice
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,PJK,Stowarzyszenie PPJK
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,NAV,UKS Navigo
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,HAL,Klub Żeglarski HALS Gostynin
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,YCB,Yacht Club Białołeka
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,ETI,Etisoft 2KMM Sailing Team
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,POW,SKŻ Powidz
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,SLA,Slava Racing
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,MEW,Małe Elektrownie Wodne Micro Class
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,GRP,Grupa Regatowa Powidz
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,SPO,Sport Vita Ski&Sail
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,YCB,Yacht Club Białołeka
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,SLA,Slava Racing
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,WOL,UKS Albatros Wolin
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,KKZ,Kościański Klub Żeglarski
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,OCC,Ocean Challenge Yacht Club
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,YS2,Yacht Club Sopot 2
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,GAR,KW Garland
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,NAV,UKS Navigo
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,NIE,KS Marina Niesulice
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,HAL,Klub Żeglarski HALS Gostynin
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,JSG,Jachtklub Stoczni Gdańskiej
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,ODY,Odyssey Sailing Club
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,MEW,Małe Elektrownie Wodne Micro Class
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,GRP,Grupa Regatowa Powidz
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,PJK,Stowarzyszenie PPJK
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,POW,SKŻ Powidz
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,ETI,Etisoft 2KMM Sailing Team
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,WOL,UKS Albatros Wolin
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,SPO,Sport Vita Ski&Sail
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,OCC,Ocean Challenge Yacht Club
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,NIE,KS Marina Niesulice
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,KKZ,Kościański Klub Żeglarski
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,YCB,Yacht Club Białołeka
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,PJK,Stowarzyszenie PPJK
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,SLA,Slava Racing
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,GRP,Grupa Regatowa Powidz
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,GAR,KW Garland
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,JSG,Jachtklub Stoczni Gdańskiej
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,HAL,Klub Żeglarski HALS Gostynin
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,NAV,UKS Navigo
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,YS2,Yacht Club Sopot 2
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,POW,SKŻ Powidz
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,MEW,Małe Elektrownie Wodne Micro Class
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,ODY,Odyssey Sailing Club
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,ETI,Etisoft 2KMM Sailing Team
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,SLA,Slava Racing
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,WOL,UKS Albatros Wolin
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,NIE,KS Marina Niesulice
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,NAV,UKS Navigo
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,PJK,Stowarzyszenie PPJK
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,GAR,KW Garland
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,SPO,Sport Vita Ski&Sail
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,OCC,Ocean Challenge Yacht Club
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,JSG,Jachtklub Stoczni Gdańskiej
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,KKZ,Kościański Klub Żeglarski
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,YS2,Yacht Club Sopot 2
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,YCB,Yacht Club Białołeka
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,POW,SKŻ Powidz
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,ODY,Odyssey Sailing Club
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,HAL,Klub Żeglarski HALS Gostynin
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,ETI,Etisoft 2KMM Sailing Team
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,MEW,Małe Elektrownie Wodne Micro Class
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,GRP,Grupa Regatowa Powidz
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,ONB,Onboard
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,NSZ,Jachtklub Nowy Sztynort
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,YKW,YKP Warszawa
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,BSA,BSA Flota Gdynia
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,MEC,Port Mechelinki
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,SRC,Symfonia Racing
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,R2S,R2 Sailing Team
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,YZ2,YKP Szczecin 2
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,SOL,KS Puchar Soliny
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,RBP,Regatta Business Poland
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,HEA,Hear Studio Sailing Team
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,MEC,Port Mechelinki
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,YKW,YKP Warszawa
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,BSA,BSA Flota Gdynia
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,ONB,Onboard
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,YZ2,YKP Szczecin 2
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,NSZ,Jachtklub Nowy Sztynort
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,SOL,KS Puchar Soliny
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,RBP,Regatta Business Poland
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,HEA,Hear Studio Sailing Team
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,SRC,Symfonia Racing
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,R2S,R2 Sailing Team
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,ONB,Onboard
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,MEC,Port Mechelinki
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,BSA,BSA Flota Gdynia
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,NSZ,Jachtklub Nowy Sztynort
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,YKW,YKP Warszawa
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,SOL,KS Puchar Soliny
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,R2S,R2 Sailing Team
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,YZ2,YKP Szczecin 2
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,RBP,Regatta Business Poland
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,HEA,Hear Studio Sailing Team
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,SRC,Symfonia Racing
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,AZS,AZS Poznań
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,BSA,BSA Flota Gdynia
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,NSZ,Jachtklub Nowy Sztynort
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,MEC,Port Mechelinki
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,ONB,Onboard
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,YKW,YKP Warszawa
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,AZS,AZS Poznań
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,YZ2,YKP Szczecin 2
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,RBP,Regatta Business Poland
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,SRC,Symfonia Racing
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,HEA,Hear Studio Sailing Team
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,YKL,Lubelskie YKP Lublin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,YCG,Yacht Club Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,YKP,YKP Gdynia
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,YCS,Yacht Club Sopot
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,SZT,Sztorm Grupa Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,HRM,HRM Racing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,WAT,AZS WAT Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,NSO,Nowy Sztynort Osada Wolności Giżycka Grupa Regatowa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,RSR,On Lemon Rockstars Racing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,ISK,KS Iskra AMW Gdynia
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,WRO,UKS Żeglarz Wrocław
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,PGR,AZS Politechnika Gdańska
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,POL,Polsporty Sailing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,OKZ,Olsztyński Klub Żeglarski
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,HRM,HRM Racing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,YCG,Yacht Club Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,NSO,Nowy Sztynort Osada Wolności Giżycka Grupa Regatowa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,YCS,Yacht Club Sopot
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,WAT,AZS WAT Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,RSR,On Lemon Rockstars Racing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,YKP,YKP Gdynia
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,YKL,Lubelskie YKP Lublin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,WRO,UKS Żeglarz Wrocław
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,PGR,AZS Politechnika Gdańska
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,SZT,Sztorm Grupa Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,POL,Polsporty Sailing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,OKZ,Olsztyński Klub Żeglarski
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,ISK,KS Iskra AMW Gdynia
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,WRO,UKS Żeglarz Wrocław
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,YKP,YKP Gdynia
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,YCG,Yacht Club Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,WAT,AZS WAT Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,NSO,Nowy Sztynort Osada Wolności Giżycka Grupa Regatowa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,YCS,Yacht Club Sopot
